ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
NF1	neurofibromin 1(NF1)	Homo sapiens		h_hSWI-SNFpathway:Chromatin Remodeling by hSWI/SNF ATP-dependent Complexes,		GO:0000165~MAPK cascade,GO:0001649~osteoblast differentiation,GO:0001656~metanephros development,GO:0001666~response to hypoxia,GO:0001889~liver development,GO:0001937~negative regulation of endothelial cell proliferation,GO:0001938~positive regulation of endothelial cell proliferation,GO:0001952~regulation of cell-matrix adhesion,GO:0001953~negative regulation of cell-matrix adhesion,GO:0006469~negative regulation of protein kinase activity,GO:0007154~cell communication,GO:0007165~signal transduction,GO:0007265~Ras protein signal transduction,GO:0007406~negative regulation of neuroblast proliferation,GO:0007420~brain development,GO:0007422~peripheral nervous system development,GO:0007507~heart development,GO:0007519~skeletal muscle tissue development,GO:0008542~visual learning,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,GO:0010468~regulation of gene expression,GO:0014044~Schwann cell development,GO:0014065~phosphatidylinositol 3-kinase signaling,GO:0016525~negative regulation of angiogenesis,GO:0021510~spinal cord development,GO:0021764~amygdala development,GO:0021897~forebrain astrocyte development,GO:0021915~neural tube development,GO:0021987~cerebral cortex development,GO:0022011~myelination in peripheral nervous system,GO:0030036~actin cytoskeleton organization,GO:0030198~extracellular matrix organization,GO:0030199~collagen fibril organization,GO:0030325~adrenal gland development,GO:0030336~negative regulation of cell migration,GO:0032228~regulation of synaptic transmission, GABAergic,GO:0034605~cellular response to heat,GO:0035021~negative regulation of Rac protein signal transduction,GO:0042060~wound healing,GO:0042992~negative regulation of transcription factor import into nucleus,GO:0043065~positive regulation of apoptotic process,GO:0043087~regulation of GTPase activity,GO:0043407~negative regulation of MAP kinase activity,GO:0043409~negative regulation of MAPK cascade,GO:0043473~pigmentation,GO:0043525~positive regulation of neuron apoptotic process,GO:0043535~regulation of blood vessel endothelial cell migration,GO:0043547~positive regulation of GTPase activity,GO:0045124~regulation of bone resorption,GO:0045671~negative regulation of osteoclast differentiation,GO:0045685~regulation of glial cell differentiation,GO:0045762~positive regulation of adenylate cyclase activity,GO:0045765~regulation of angiogenesis,GO:0046580~negative regulation of Ras protein signal transduction,GO:0046929~negative regulation of neurotransmitter secretion,GO:0048147~negative regulation of fibroblast proliferation,GO:0048169~regulation of long-term neuronal synaptic plasticity,GO:0048485~sympathetic nervous system development,GO:0048593~camera-type eye morphogenesis,GO:0048712~negative regulation of astrocyte differentiation,GO:0048715~negative regulation of oligodendrocyte differentiation,GO:0048745~smooth muscle tissue development,GO:0048844~artery morphogenesis,GO:0048853~forebrain morphogenesis,GO:0050890~cognition,GO:0061534~gamma-aminobutyric acid secretion, neurotransmission,GO:0061535~glutamate secretion, neurotransmission,GO:0098597~observational learning,GO:1900271~regulation of long-term synaptic potentiation,GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:2001241~positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0031235~intrinsic component of the cytoplasmic side of the plasma membrane,GO:0098793~presynapse,	GO:0005096~GTPase activator activity,GO:0005515~protein binding,GO:0008429~phosphatidylethanolamine binding,GO:0031210~phosphatidylcholine binding,	IPR001251:CRAL-TRIO domain,IPR001936:Ras GTPase-activating protein,IPR008936:Rho GTPase activation protein,IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR023152:Ras GTPase-activating protein, conserved site,	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,	162200~Neurofibromatosis, type 1,162210~Neurofibromatosis, familial spinal,193520~Watson syndrome,601321~Neurofibromatosis-Noonan syndrome,607785~Leukemia, juvenile myelomonocytic,		SM00323:RasGAP,SM00516:SEC14,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Disease mutation,GTPase activation,Lipid-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,RNA editing,Tumor suppressor,	chain:Neurofibromin,chain:Neurofibromin truncated,compositionally biased region:Poly-Ser,domain:CRAL-TRIO,domain:Ras-GAP,helix,modified residue,sequence conflict,sequence variant,splice variant,strand,turn,
NXF1	nuclear RNA export factor 1(NXF1)	Homo sapiens				GO:0006405~RNA export from nucleus,GO:0006406~mRNA export from nucleus,GO:0016032~viral process,GO:0016973~poly(A)+ mRNA export from nucleus,GO:0051028~mRNA transport,	GO:0000346~transcription export complex,GO:0005634~nucleus,GO:0005643~nuclear pore,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016607~nuclear speck,GO:0042405~nuclear inclusion body,	GO:0000166~nucleotide binding,GO:0003723~RNA binding,GO:0003727~single-stranded RNA binding,GO:0003729~mRNA binding,GO:0005487~nucleocytoplasmic transporter activity,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR001611:Leucine-rich repeat,IPR002075:Nuclear transport factor 2,IPR005637:TAP C-terminal (TAP-C) domain,IPR009060:UBA-like,IPR012677:Nucleotide-binding, alpha-beta plait,IPR015245:Nuclear RNA export factor Tap, RNA-binding domain,IPR018222:Nuclear transport factor 2, Eukaryote,	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,hsa03015:mRNA surveillance pathway,hsa05164:Influenza A,hsa05168:Herpes simplex infection,			SM00804:TAP_C,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Host-virus interaction,Leucine-rich repeat,Methylation,mRNA transport,Nitration,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,Transport,	chain:Nuclear RNA export factor 1,compositionally biased region:Pro-rich,domain:NTF2,domain:RRM,domain:TAP-C,helix,modified residue,mutagenesis site,region of interest:Interaction with THOC4,repeat:LRR 1,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,sequence conflict,short sequence motif:Nuclear export signal,short sequence motif:Nuclear localization signal,strand,turn,
NFATC4	nuclear factor of activated T-cells 4(NFATC4)	Homo sapiens		h_bcrPathway:BCR Signaling Pathway,h_calcineurinPathway:Effects of calcineurin in Keratinocyte Differentiation,h_fcer1Pathway:Fc Epsilon Receptor I Signaling in Mast Cells,h_fmlpPathway:fMLP induced chemokine gene expression in HMC-1 cells,h_gpcrPathway:Signaling Pathway from G-Protein Families,h_nfatPathway:NFAT and Hypertrophy of the heart (Transcription in the broken heart),h_tcrPathway:T Cell Receptor Signaling Pathway,		GO:0001569~patterning of blood vessels,GO:0006366~transcription from RNA polymerase II promoter,GO:0006954~inflammatory response,GO:0007507~heart development,GO:0008630~intrinsic apoptotic signaling pathway in response to DNA damage,GO:0030178~negative regulation of Wnt signaling pathway,GO:0032091~negative regulation of protein binding,GO:0032760~positive regulation of tumor necrosis factor production,GO:0033173~calcineurin-NFAT signaling cascade,GO:0034644~cellular response to UV,GO:0035562~negative regulation of chromatin binding,GO:0045333~cellular respiration,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048167~regulation of synaptic plasticity,GO:0050774~negative regulation of dendrite morphogenesis,GO:0051145~smooth muscle cell differentiation,GO:0055001~muscle cell development,GO:0071285~cellular response to lithium ion,GO:1902894~negative regulation of pri-miRNA transcription from RNA polymerase II promoter,GO:2000297~negative regulation of synapse maturation,GO:2001235~positive regulation of apoptotic signaling pathway,	GO:0005634~nucleus,GO:0005667~transcription factor complex,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0045111~intermediate filament cytoskeleton,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001078~transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001227~transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0042975~peroxisome proliferator activated receptor binding,	IPR002909:Cell surface receptor IPT/TIG,IPR008366:Nuclear factor of activated T cells (NFAT),IPR008967:p53-like transcription factor, DNA-binding,IPR011539:Rel homology domain,IPR013783:Immunoglobulin-like fold,IPR014756:Immunoglobulin E-set,	hsa04022:cGMP-PKG signaling pathway,hsa04310:Wnt signaling pathway,hsa04360:Axon guidance,hsa04921:Oxytocin signaling pathway,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,			SM00429:IPT,	3D-structure,Activator,Alternative splicing,Complete proteome,Cytoplasm,Differentiation,DNA-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,Ubl conjugation,	chain:Nuclear factor of activated T-cells, cytoplasmic 4,compositionally biased region:Pro-rich,domain:IPT/TIG,domain:RHD,modified residue,mutagenesis site,region of interest:2 approximate SP repeats,region of interest:Calcineurin-binding,repeat:SP 1,repeat:SP 2; approximate,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,splice variant,strand,turn,
NCOR1	nuclear receptor corepressor 1(NCOR1)	Homo sapiens		h_PparaPathway:Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha),h_vdrPathway:Control of Gene Expression by Vitamin D Receptor,		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0007623~circadian rhythm,GO:0016569~covalent chromatin modification,GO:0044255~cellular lipid metabolic process,GO:0046329~negative regulation of JNK cascade,GO:0051225~spindle assembly,GO:0072362~regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter,GO:0072368~regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter,GO:1903799~negative regulation of production of miRNAs involved in gene silencing by miRNA,GO:2000191~regulation of fatty acid transport,	GO:0000118~histone deacetylase complex,GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005876~spindle microtubule,GO:0016020~membrane,GO:0016580~Sin3 complex,GO:0017053~transcriptional repressor complex,	GO:0001102~RNA polymerase II activating transcription factor binding,GO:0003677~DNA binding,GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0016922~ligand-dependent nuclear receptor binding,GO:0035257~nuclear hormone receptor binding,GO:0042826~histone deacetylase binding,GO:0044212~transcription regulatory region DNA binding,GO:0046966~thyroid hormone receptor binding,	IPR001005:SANT/Myb domain,IPR009057:Homeodomain-like,IPR017884:SANT domain,	hsa04919:Thyroid hormone signaling pathway,hsa05202:Transcriptional misregulation in cancer,			SM00717:SANT,	3D-structure,Acetylation,Alternative splicing,Chromatin regulator,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Proteomics identification,Receptor,Reference proteome,Repeat,Repressor,Transcription,Transcription regulation,Ubl conjugation,	chain:Nuclear receptor corepressor 1,compositionally biased region:Poly-Ala,compositionally biased region:Poly-Gln,compositionally biased region:Poly-Pro,compositionally biased region:Poly-Ser,compositionally biased region:Pro-rich,domain:SANT 1,domain:SANT 2,helix,modified residue,region of interest:ID1,region of interest:ID2,region of interest:Interaction with C1D,region of interest:Interaction with ETO,region of interest:Interaction with SIN3A/B,region of interest:Interaction with ZBTB33 and HEXIM1,sequence conflict,short sequence motif:CORNR box 1,short sequence motif:CORNR box 2,short sequence motif:CORNR box 3,splice variant,
PTCH1	patched 1(PTCH1)	Homo sapiens		h_ptc1Pathway:Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle,h_shhPathway:Sonic Hedgehog (Shh) Pathway,		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001658~branching involved in ureteric bud morphogenesis,GO:0001701~in utero embryonic development,GO:0001709~cell fate determination,GO:0001843~neural tube closure,GO:0003007~heart morphogenesis,GO:0007224~smoothened signaling pathway,GO:0007346~regulation of mitotic cell cycle,GO:0007420~brain development,GO:0008589~regulation of smoothened signaling pathway,GO:0009612~response to mechanical stimulus,GO:0009887~organ morphogenesis,GO:0009953~dorsal/ventral pattern formation,GO:0009957~epidermal cell fate specification,GO:0010157~response to chlorate,GO:0010875~positive regulation of cholesterol efflux,GO:0016485~protein processing,GO:0021522~spinal cord motor neuron differentiation,GO:0021532~neural tube patterning,GO:0021997~neural plate axis specification,GO:0030326~embryonic limb morphogenesis,GO:0032355~response to estradiol,GO:0032526~response to retinoic acid,GO:0032880~regulation of protein localization,GO:0035108~limb morphogenesis,GO:0035137~hindlimb morphogenesis,GO:0040015~negative regulation of multicellular organism growth,GO:0042493~response to drug,GO:0042593~glucose homeostasis,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,GO:0043616~keratinocyte proliferation,GO:0045606~positive regulation of epidermal cell differentiation,GO:0045668~negative regulation of osteoblast differentiation,GO:0045879~negative regulation of smoothened signaling pathway,GO:0045893~positive regulation of transcription, DNA-templated,GO:0048568~embryonic organ development,GO:0050680~negative regulation of epithelial cell proliferation,GO:0051782~negative regulation of cell division,GO:0060037~pharyngeal system development,GO:0060603~mammary gland duct morphogenesis,GO:0060644~mammary gland epithelial cell differentiation,GO:0060831~smoothened signaling pathway involved in dorsal/ventral neural tube patterning,GO:0061005~cell differentiation involved in kidney development,GO:0061053~somite development,GO:0071397~cellular response to cholesterol,GO:0072001~renal system development,GO:0072203~cell proliferation involved in metanephros development,GO:0072661~protein targeting to plasma membrane,	GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0005901~caveola,GO:0014069~postsynaptic density,GO:0016021~integral component of membrane,GO:0030496~midbody,GO:0030666~endocytic vesicle membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0044294~dendritic growth cone,GO:0044295~axonal growth cone,GO:0048471~perinuclear region of cytoplasm,GO:0060170~ciliary membrane,GO:0072372~primary cilium,	GO:0005113~patched binding,GO:0005119~smoothened binding,GO:0005515~protein binding,GO:0008158~hedgehog receptor activity,GO:0008201~heparin binding,GO:0015485~cholesterol binding,GO:0030332~cyclin binding,GO:0032403~protein complex binding,GO:0097108~hedgehog family protein binding,	IPR000731:Sterol-sensing domain,IPR003392:Patched,IPR004766:Transmembrane receptor, patched,	hsa04024:cAMP signaling pathway,hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,	109400~Basal cell nevus syndrome,605462~Basal cell carcinoma, somatic,610828~Holoprosencephaly-7,			Alternative splicing,Complete proteome,Disease mutation,Glycoprotein,Holoprosencephaly,Isopeptide bond,Membrane,Phosphoprotein,Polymorphism,Receptor,Reference proteome,Transmembrane,Transmembrane helix,Tumor suppressor,Ubl conjugation,	chain:Protein patched homolog 1,compositionally biased region:Gly-rich,domain:SSD,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
PBRM1	polybromo 1(PBRM1)	Homo sapiens			Chromatin structure and dynamics / Transcription,	GO:0006338~chromatin remodeling,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007067~mitotic nuclear division,GO:0008285~negative regulation of cell proliferation,GO:0016569~covalent chromatin modification,	GO:0000228~nuclear chromosome,GO:0005654~nucleoplasm,GO:0090544~BAF-type complex,	GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0005515~protein binding,	IPR001025:Bromo adjacent homology (BAH) domain,IPR001487:Bromodomain,IPR009071:High mobility group (HMG) box domain,IPR018359:Bromodomain, conserved site,				SM00297:BROMO,SM00398:HMG,SM00439:BAH,	3D-structure,Acetylation,Alternative splicing,Bromodomain,Chromatin regulator,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,Tumor suppressor,Ubl conjugation,	chain:Protein polybromo-1,compositionally biased region:Poly-Asp,compositionally biased region:Pro-rich,DNA-binding region:HMG box,domain:BAH 1,domain:BAH 2,domain:Bromo 1,domain:Bromo 2,domain:Bromo 3,domain:Bromo 4,domain:Bromo 5,domain:Bromo 6,helix,modified residue,sequence conflict,splice variant,turn,
PKD1L2	polycystin 1 like 2 (gene/pseudogene)(PKD1L2)	Homo sapiens				GO:0050982~detection of mechanical stimulus,GO:0070588~calcium ion transmembrane transport,	GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0005262~calcium channel activity,GO:0005509~calcium ion binding,GO:0030246~carbohydrate binding,	IPR000203:GPS domain,IPR000922:D-galactoside/L-rhamnose binding SUEL lectin domain,IPR001024:Lipoxygenase, LH2,IPR001304:C-type lectin,IPR002859:PKD/REJ-like protein,IPR003915:Polycystic kidney disease type 2 protein,IPR013122:Polycystin cation channel, PKD1/PKD2,IPR014010:Egg jelly receptor, REJ-like,IPR016186:C-type lectin-like,IPR016187:C-type lectin fold,				SM00034:CLECT,SM00303:GPS,SM00308:LH2,	Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Ion channel,Ion transport,Lectin,Membrane,Polymorphism,Reference proteome,Signal,Transmembrane,Transmembrane helix,Transport,	chain:Polycystic kidney disease protein 1-like 2,disulfide bond,domain:C-type lectin,domain:GPS,domain:PLAT,domain:REJ,domain:SUEL-type lectin,glycosylation site:N-linked (GlcNAc...),region of interest:Channel pore-region,region of interest:Interaction with GNAS and GNAI1,sequence conflict,sequence variant,short sequence motif:Polycystin motif,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
RMND5B	required for meiotic nuclear division 5 homolog B(RMND5B)	Homo sapiens			General function prediction only,	GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0034657~GID complex,	GO:0004842~ubiquitin-protein transferase activity,	IPR006594:LisH dimerisation motif,IPR006595:CTLH, C-terminal LisH motif,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013144:CRA domain,IPR024964:CTLH/CRA C-terminal to LisH motif domain,				SM00667:LisH,SM00668:CTLH,SM00757:CRA,	Acetylation,Alternative splicing,Complete proteome,Proteomics identification,Reference proteome,	chain:Protein RMD5 homolog B,domain:CTLH,domain:LisH,splice variant,
RTKN2	rhotekin 2(RTKN2)	Homo sapiens				GO:0007165~signal transduction,GO:0030097~hemopoiesis,			IPR001849:Pleckstrin homology domain,IPR011072:HR1 rho-binding repeat,IPR011993:Pleckstrin homology-like domain,IPR012966:Domain of unknown function DUF1709,				SM00233:PH,SM00742:Hr1,	Alternative splicing,Coiled coil,Complete proteome,Polymorphism,Proteomics identification,Reference proteome,	chain:Rhotekin-2,domain:PH,sequence variant,splice variant,
RPS6KA3	ribosomal protein S6 kinase A3(RPS6KA3)	Homo sapiens		h_gpcrPathway:Signaling Pathway from G-Protein Families,h_mapkPathway:MAPKinase Signaling Pathway,		GO:0001501~skeletal system development,GO:0002224~toll-like receptor signaling pathway,GO:0006468~protein phosphorylation,GO:0006915~apoptotic process,GO:0007049~cell cycle,GO:0007165~signal transduction,GO:0007417~central nervous system development,GO:0030307~positive regulation of cell growth,GO:0032496~response to lipopolysaccharide,GO:0035556~intracellular signal transduction,GO:0043066~negative regulation of apoptotic process,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043555~regulation of translation in response to stress,GO:0043620~regulation of DNA-templated transcription in response to stress,GO:0045597~positive regulation of cell differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005840~ribosome,	GO:0000287~magnesium ion binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0019901~protein kinase binding,GO:0043027~cysteine-type endopeptidase inhibitor activity involved in apoptotic process,	IPR000719:Protein kinase, catalytic domain,IPR000961:AGC-kinase, C-terminal,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR016239:Ribosomal protein S6 kinase II,IPR017441:Protein kinase, ATP binding site,IPR017892:Protein kinase, C-terminal,	hsa04010:MAPK signaling pathway,hsa04114:Oocyte meiosis,hsa04150:mTOR signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04931:Insulin resistance,	300844~Mental retardation, X-linked 19,303600~Coffin-Lowry syndrome,	PIRSF000606:ribosomal protein S6 kinase II,	SM00133:S_TK_X,SM00220:S_TKc,	3D-structure,ATP-binding,Cell cycle,Complete proteome,Cytoplasm,Disease mutation,Kinase,Magnesium,Mental retardation,Metal-binding,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,Ribosomal protein,Serine/threonine-protein kinase,Stress response,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Ribosomal protein S6 kinase alpha-3,domain:AGC-kinase C-terminal,domain:Protein kinase 1,domain:Protein kinase 2,modified residue,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,
RNF111	ring finger protein 111(RNF111)	Homo sapiens				GO:0000209~protein polyubiquitination,GO:0007389~pattern specification process,GO:0016567~protein ubiquitination,GO:0030511~positive regulation of transforming growth factor beta receptor signaling pathway,GO:0030579~ubiquitin-dependent SMAD protein catabolic process,GO:0031398~positive regulation of protein ubiquitination,GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0070911~global genome nucleotide-excision repair,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0043234~protein complex,	GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0032184~SUMO polymer binding,GO:0046332~SMAD binding,GO:0061630~ubiquitin protein ligase activity,	IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,				SM00184:RING,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Isopeptide bond,Ligase,Metal-binding,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Ubl conjugation,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase Arkadia,compositionally biased region:His-rich,compositionally biased region:Pro-rich,compositionally biased region:Ser-rich,region of interest:Interaction with AXIN1,sequence conflict,sequence variant,splice variant,zinc finger region:RING-type; atypical,
ROBO2	roundabout guidance receptor 2(ROBO2)	Homo sapiens				GO:0001656~metanephros development,GO:0001657~ureteric bud development,GO:0001822~kidney development,GO:0007155~cell adhesion,GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules,GO:0007411~axon guidance,GO:0007417~central nervous system development,GO:0007420~brain development,GO:0016199~axon midline choice point recognition,GO:0021510~spinal cord development,GO:0021891~olfactory bulb interneuron development,GO:0031290~retinal ganglion cell axon guidance,GO:0032870~cellular response to hormone stimulus,GO:0035385~Roundabout signaling pathway,GO:0050772~positive regulation of axonogenesis,GO:0050925~negative regulation of negative chemotaxis,GO:0051964~negative regulation of synapse assembly,GO:0061364~apoptotic process involved in luteolysis,	GO:0009986~cell surface,GO:0016021~integral component of membrane,GO:0030673~axolemma,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0008046~axon guidance receptor activity,GO:0042802~identical protein binding,	IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR003961:Fibronectin, type III,IPR007110:Immunoglobulin-like domain,IPR009138:Neural cell adhesion,IPR013098:Immunoglobulin I-set,IPR013106:Immunoglobulin V-set,IPR013783:Immunoglobulin-like fold,	hsa04360:Axon guidance,	610878~Vesicoureteral reflux 2,		SM00060:FN3,SM00406:IGv,SM00408:IGc2,SM00409:IG,	3D-structure,Alternative splicing,Chemotaxis,Chromosomal rearrangement,Complete proteome,Developmental protein,Differentiation,Disease mutation,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Neurogenesis,Phosphoprotein,Proteomics identification,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:Roundabout homolog 2,disulfide bond,domain:Fibronectin type-III 1,domain:Fibronectin type-III 2,domain:Fibronectin type-III 3,domain:Ig-like C2-type 1,domain:Ig-like C2-type 2,domain:Ig-like C2-type 3,domain:Ig-like C2-type 4,domain:Ig-like C2-type 5,glycosylation site:N-linked (GlcNAc...),helix,sequence conflict,sequence variant,signal peptide,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
SCLT1	sodium channel and clathrin linker 1(SCLT1)	Homo sapiens				GO:0042384~cilium assembly,GO:0045162~clustering of voltage-gated sodium channels,GO:0060271~cilium morphogenesis,	GO:0005813~centrosome,GO:0005814~centriole,GO:0005829~cytosol,GO:0070062~extracellular exosome,GO:0071439~clathrin complex,GO:0097539~ciliary transition fiber,	GO:0008022~protein C-terminus binding,GO:0017080~sodium channel regulator activity,GO:0030276~clathrin binding,						Acetylation,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Sodium channel and clathrin linker 1,modified residue,sequence variant,splice variant,
SLC22A9	solute carrier family 22 member 9(SLC22A9)	Homo sapiens				GO:0009914~hormone transport,GO:0015698~inorganic anion transport,GO:0015913~short-chain fatty acid import,GO:0043252~sodium-independent organic anion transport,GO:0098656~anion transmembrane transport,	GO:0005887~integral component of plasma membrane,GO:0016323~basolateral plasma membrane,	GO:0005452~inorganic anion exchanger activity,GO:0015301~anion:anion antiporter activity,GO:0015347~sodium-independent organic anion transmembrane transporter activity,GO:0015636~short-chain fatty acid uptake transporter activity,	IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,					Alternative splicing,Cell membrane,Complete proteome,Glycoprotein,Membrane,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Solute carrier family 22 member 9,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
STAU2	staufen double-stranded RNA binding protein 2(STAU2)	Homo sapiens				GO:0006810~transport,	GO:0005730~nucleolus,GO:0005783~endoplasmic reticulum,GO:0005874~microtubule,GO:0016020~membrane,	GO:0003725~double-stranded RNA binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR014720:Double-stranded RNA-binding-like domain,				SM00358:DSRM,	Alternative splicing,Complete proteome,Cytoplasm,Endoplasmic reticulum,Microtubule,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,RNA-binding,Transport,	chain:Double-stranded RNA-binding protein Staufen homolog 2,domain:DRBM 1,domain:DRBM 2,domain:DRBM 3,domain:DRBM 4,modified residue,region of interest:Required for dendritic transport,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal 1,short sequence motif:Nuclear localization signal 2,splice variant,
