ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
BCL9	B-cell CLL/lymphoma 9(BCL9)	Homo sapiens				GO:0014908~myotube differentiation involved in skeletal muscle regeneration,GO:0017015~regulation of transforming growth factor beta receptor signaling pathway,GO:0035019~somatic stem cell population maintenance,GO:0035914~skeletal muscle cell differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0060070~canonical Wnt signaling pathway,GO:1904837~beta-catenin-TCF complex assembly,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005794~Golgi apparatus,GO:0005801~cis-Golgi network,	GO:0005515~protein binding,GO:0008013~beta-catenin binding,	IPR015668:B Cell Lymphoma 9,IPR024670:B-cell lymphoma 9, beta-catenin binding domain,					3D-structure,Acetylation,Chromosomal rearrangement,Complete proteome,Methylation,Nucleus,Phosphoprotein,Polymorphism,Proto-oncogene,Reference proteome,Wnt signaling pathway,	chain:B-cell CLL/lymphoma 9 protein,compositionally biased region:Poly-Ala,compositionally biased region:Poly-Pro,compositionally biased region:Pro-rich,helix,modified residue,region of interest:CTNNB1-binding,sequence conflict,sequence variant,strand,
BCL9L	B-cell CLL/lymphoma 9-like(BCL9L)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0010718~positive regulation of epithelial to mesenchymal transition,GO:0022604~regulation of cell morphogenesis,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0035019~somatic stem cell population maintenance,GO:0035914~skeletal muscle cell differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0060070~canonical Wnt signaling pathway,GO:1904837~beta-catenin-TCF complex assembly,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,	GO:0003713~transcription coactivator activity,GO:0008013~beta-catenin binding,	IPR015668:B Cell Lymphoma 9,IPR024670:B-cell lymphoma 9, beta-catenin binding domain,					3D-structure,Acetylation,Activator,Alternative splicing,Complete proteome,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:B-cell CLL/lymphoma 9-like protein,compositionally biased region:Met-rich,compositionally biased region:Pro-rich,modified residue,region of interest:Necessary for interaction with CTNNB1,splice variant,
BCOR	BCL6 corepressor(BCOR)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000415~negative regulation of histone H3-K36 methylation,GO:0006351~transcription, DNA-templated,GO:0007507~heart development,GO:0030502~negative regulation of bone mineralization,GO:0035518~histone H2A monoubiquitination,GO:0042476~odontogenesis,GO:0045892~negative regulation of transcription, DNA-templated,GO:0051572~negative regulation of histone H3-K4 methylation,GO:0060021~palate development,GO:0065001~specification of axis polarity,GO:0070171~negative regulation of tooth mineralization,	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0031519~PcG protein complex,	GO:0003714~transcription corepressor activity,GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0031072~heat shock protein binding,GO:0042826~histone deacetylase binding,GO:0044212~transcription regulatory region DNA binding,	IPR002110:Ankyrin repeat,IPR020683:Ankyrin repeat-containing domain,		300166~Microphthalmia, syndromic 2,		SM00248:ANK,	3D-structure,Acetylation,Alternative splicing,ANK repeat,Chromatin regulator,Complete proteome,Disease mutation,Microphthalmia,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,Transcription,Transcription regulation,	chain:BCL-6 corepressor,compositionally biased region:Poly-Asp,compositionally biased region:Pro-rich,modified residue,mutagenesis site,region of interest:Interaction with BCL6,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,sequence conflict,sequence variant,splice variant,strand,
BCORL1	BCL6 corepressor-like 1(BCORL1)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0016569~covalent chromatin modification,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005886~plasma membrane,		IPR002110:Ankyrin repeat,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	3D-structure,Alternative splicing,ANK repeat,Chromatin regulator,Complete proteome,Isopeptide bond,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Repressor,Transcription,Transcription regulation,Ubl conjugation,	chain:BCL-6 corepressor-like protein 1,compositionally biased region:Pro-rich,modified residue,mutagenesis site,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,splice variant,
BRCA2	BRCA2, DNA repair associated(BRCA2)	Homo sapiens		h_atrbrcaPathway:Role of BRCA1,  BRCA2 and ATR in Cancer Susceptibility,		GO:0000722~telomere maintenance via recombination,GO:0000724~double-strand break repair via homologous recombination,GO:0000731~DNA synthesis involved in DNA repair,GO:0000732~strand displacement,GO:0000910~cytokinesis,GO:0001556~oocyte maturation,GO:0001833~inner cell mass cell proliferation,GO:0006289~nucleotide-excision repair,GO:0006302~double-strand break repair,GO:0006978~DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,GO:0007141~male meiosis I,GO:0007283~spermatogenesis,GO:0007420~brain development,GO:0007569~cell aging,GO:0008585~female gonad development,GO:0010165~response to X-ray,GO:0010225~response to UV-C,GO:0010332~response to gamma radiation,GO:0030097~hemopoiesis,GO:0031052~chromosome breakage,GO:0032465~regulation of cytokinesis,GO:0033600~negative regulation of mammary gland epithelial cell proliferation,GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:0043966~histone H3 acetylation,GO:0043967~histone H4 acetylation,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045931~positive regulation of mitotic cell cycle,GO:0048478~replication fork protection,GO:0051298~centrosome duplication,GO:0070200~establishment of protein localization to telomere,GO:1990426~mitotic recombination-dependent replication fork processing,	GO:0000784~nuclear chromosome, telomeric region,GO:0000800~lateral element,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0016021~integral component of membrane,GO:0030141~secretory granule,GO:0033593~BRCA2-MAGE-D1 complex,GO:0043234~protein complex,	GO:0002020~protease binding,GO:0003697~single-stranded DNA binding,GO:0004402~histone acetyltransferase activity,GO:0005515~protein binding,GO:0008022~protein C-terminus binding,GO:0010484~H3 histone acetyltransferase activity,GO:0010485~H4 histone acetyltransferase activity,GO:0043015~gamma-tubulin binding,	IPR002093:BRCA2 repeat,IPR012340:Nucleic acid-binding, OB-fold,IPR015187:BRCA2, oligonucleotide/oligosaccharide-binding 1,IPR015188:BRCA2, oligonucleotide/oligosaccharide-binding 3,IPR015205:Tower,IPR015252:DNA recombination/repair protein BRCA2, helical domain,IPR015525:Breast cancer type 2 susceptibility protein,	hsa03440:Homologous recombination,hsa03460:Fanconi anemia pathway,hsa05200:Pathways in cancer,hsa05212:Pancreatic cancer,	114480~Breast cancer, male, susceptibility to,155255~Medulloblastoma,176807~Prostate cancer,194070~Wilms tumor,605724~Fanconi anemia, complementation group D1,612555~Breast-ovarian cancer, familial, 2,613029~Glioblastoma 3,613347~Pancreatic cancer 2,	PIRSF002397:DNA recombination repair protein, BRCA2 type,	SM01341:SM01341,	3D-structure,Cell cycle,Complete proteome,Cytoplasm,Cytoskeleton,Disease mutation,DNA damage,DNA recombination,DNA repair,DNA-binding,Fanconi anemia,Membrane,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transmembrane,Transmembrane helix,Tumor suppressor,Ubl conjugation,	chain:Breast cancer type 2 susceptibility protein,helix,modified residue,region of interest:Interaction with FANCD2,region of interest:Interaction with PALB2,repeat:BRCA2 1,repeat:BRCA2 2,repeat:BRCA2 3,repeat:BRCA2 4,repeat:BRCA2 5,repeat:BRCA2 6,repeat:BRCA2 7,repeat:BRCA2 8,sequence conflict,sequence variant,turn,
BTBD7	BTB domain containing 7(BTBD7)	Homo sapiens				GO:0007275~multicellular organism development,GO:0060693~regulation of branching involved in salivary gland morphogenesis,	GO:0005634~nucleus,		IPR000210:BTB/POZ-like,IPR011333:BTB/POZ fold,IPR011705:BTB/Kelch-associated,				SM00225:BTB,SM00875:SM00875,	Alternative splicing,Complete proteome,Developmental protein,Lipoprotein,Myristate,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,	chain:BTB/POZ domain-containing protein 7,compositionally biased region:Poly-Ala,compositionally biased region:Pro-rich,domain:BTB 1,domain:BTB 2,modified residue,sequence conflict,splice variant,
CCR4	C-C motif chemokine receptor 4(CCR4)	Homo sapiens	14.chemokine_receptor-ligand,15.T-cell_polarization-chemokine_receptors,16.Chemokines-rec-T-cells,	h_nktPathway:Selective expression of chemokine receptors during T-cell polarization,		GO:0001764~neuron migration,GO:0002507~tolerance induction,GO:0006935~chemotaxis,GO:0006954~inflammatory response,GO:0006955~immune response,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0009314~response to radiation,GO:0009617~response to bacterium,GO:0046677~response to antibiotic,GO:0048872~homeostasis of number of cells,GO:0050927~positive regulation of positive chemotaxis,GO:0070098~chemokine-mediated signaling pathway,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0043025~neuronal cell body,	GO:0004950~chemokine receptor activity,GO:0016493~C-C chemokine receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000355:Chemokine receptor family,IPR002239:CC chemokine receptor 4,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04060:Cytokine-cytokine receptor interaction,hsa04062:Chemokine signaling pathway,hsa05203:Viral carcinogenesis,			SM01381:SM01381,	Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Glycoprotein,Membrane,Phosphoprotein,Polymorphism,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:C-C chemokine receptor type 4,disulfide bond,glycosylation site:N-linked (GlcNAc...),sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
DAZAP1	DAZ associated protein 1(DAZAP1)	Homo sapiens				GO:0001893~maternal placenta development,GO:0007283~spermatogenesis,GO:0008283~cell proliferation,GO:0030154~cell differentiation,GO:0048026~positive regulation of mRNA splicing, via spliceosome,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0035613~RNA stem-loop binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	hsa03015:mRNA surveillance pathway,			SM00360:RRM,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,Direct protein sequencing,Methylation,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Repeat,RNA-binding,Spermatogenesis,	chain:DAZ-associated protein 1,compositionally biased region:Pro-rich,domain:RRM 1,domain:RRM 2,helix,modified residue,sequence conflict,sequence variant,splice variant,strand,turn,
DDX27	DEAD-box helicase 27(DDX27)	Homo sapiens				GO:0006364~rRNA processing,GO:0010501~RNA secondary structure unwinding,	GO:0005694~chromosome,GO:0005730~nucleolus,	GO:0003676~nucleic acid binding,GO:0004004~ATP-dependent RNA helicase activity,GO:0004386~helicase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0044822~poly(A) RNA binding,	IPR000629:RNA helicase, ATP-dependent, DEAD-box, conserved site,IPR001650:Helicase, C-terminal,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR014014:RNA helicase, DEAD-box type, Q motif,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00487:DEXDc,SM00490:HELICc,	ATP-binding,Chromosome,Coiled coil,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ribosome biogenesis,rRNA processing,	chain:Probable ATP-dependent RNA helicase DDX27,compositionally biased region:Asp/Glu/Lys-rich,domain:Helicase ATP-binding,domain:Helicase C-terminal,modified residue,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,short sequence motif:DEAD box,short sequence motif:Nuclear localization signal,short sequence motif:Q motif,
DEPDC5	DEP domain containing 5(DEPDC5)	Homo sapiens				GO:0010506~regulation of autophagy,GO:0032007~negative regulation of TOR signaling,GO:0034198~cellular response to amino acid starvation,GO:0035556~intracellular signal transduction,GO:0043547~positive regulation of GTPase activity,GO:1904262~negative regulation of TORC1 signaling,	GO:0005622~intracellular,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005829~cytosol,GO:0048471~perinuclear region of cytoplasm,GO:1990130~Iml1 complex,	GO:0005096~GTPase activator activity,GO:0032403~protein complex binding,	IPR000591:DEP domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR027244:Vacuolar membrane-associated protein Iml1,		604364~Epilepsy, familial focal, with variable foci,		SM00049:DEP,	Alternative splicing,Complete proteome,Cytoplasm,Disease mutation,Epilepsy,GTPase activation,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:DEP domain-containing protein 5,domain:DEP,sequence conflict,sequence variant,splice variant,
DDX39B	DExD-box helicase 39B(DDX39B)	Homo sapiens				GO:0000245~spliceosomal complex assembly,GO:0000398~mRNA splicing, via spliceosome,GO:0001889~liver development,GO:0006369~termination of RNA polymerase II transcription,GO:0006405~RNA export from nucleus,GO:0006406~mRNA export from nucleus,GO:0008380~RNA splicing,GO:0010501~RNA secondary structure unwinding,GO:0031124~mRNA 3'-end processing,GO:0032786~positive regulation of DNA-templated transcription, elongation,GO:0045727~positive regulation of translation,GO:0046784~viral mRNA export from host cell nucleus,GO:0061051~positive regulation of cell growth involved in cardiac muscle cell development,GO:1904707~positive regulation of vascular smooth muscle cell proliferation,GO:2000002~negative regulation of DNA damage checkpoint,GO:2000573~positive regulation of DNA biosynthetic process,	GO:0000346~transcription export complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005687~U4 snRNP,GO:0005688~U6 snRNP,GO:0005737~cytoplasm,GO:0016363~nuclear matrix,GO:0016607~nuclear speck,GO:0043234~protein complex,	GO:0003676~nucleic acid binding,GO:0004004~ATP-dependent RNA helicase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008186~RNA-dependent ATPase activity,GO:0016887~ATPase activity,GO:0017070~U6 snRNA binding,GO:0030621~U4 snRNA binding,GO:0032403~protein complex binding,GO:0042802~identical protein binding,GO:0043008~ATP-dependent protein binding,GO:0044822~poly(A) RNA binding,	IPR001650:Helicase, C-terminal,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR014014:RNA helicase, DEAD-box type, Q motif,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa03013:RNA transport,hsa03015:mRNA surveillance pathway,hsa03040:Spliceosome,hsa05164:Influenza A,			SM00487:DEXDc,SM00490:HELICc,	3D-structure,Acetylation,Alternative splicing,ATP-binding,Complete proteome,Cytoplasm,Helicase,Hydrolase,Isopeptide bond,mRNA processing,mRNA splicing,mRNA transport,Nucleotide-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,Spliceosome,Transport,Ubl conjugation,	chain:Spliceosome RNA helicase BAT1,domain:Helicase ATP-binding,domain:Helicase C-terminal,helix,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,sequence conflict,short sequence motif:DECD box,short sequence motif:Q motif,splice variant,strand,turn,
DNMT3A	DNA methyltransferase 3 alpha(DNMT3A)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000278~mitotic cell cycle,GO:0006306~DNA methylation,GO:0006346~methylation-dependent chromatin silencing,GO:0006349~regulation of gene expression by genetic imprinting,GO:0007283~spermatogenesis,GO:0007568~aging,GO:0009636~response to toxic substance,GO:0010212~response to ionizing radiation,GO:0010288~response to lead ion,GO:0010424~DNA methylation on cytosine within a CG sequence,GO:0010468~regulation of gene expression,GO:0010942~positive regulation of cell death,GO:0030182~neuron differentiation,GO:0032355~response to estradiol,GO:0033189~response to vitamin A,GO:0042220~response to cocaine,GO:0042493~response to drug,GO:0043045~DNA methylation involved in embryo development,GO:0043046~DNA methylation involved in gamete generation,GO:0044027~hypermethylation of CpG island,GO:0045814~negative regulation of gene expression, epigenetic,GO:0046498~S-adenosylhomocysteine metabolic process,GO:0046499~S-adenosylmethioninamine metabolic process,GO:0071230~cellular response to amino acid stimulus,GO:0071361~cellular response to ethanol,GO:0071456~cellular response to hypoxia,GO:0090116~C-5 methylation of cytosine,GO:0097284~hepatocyte apoptotic process,	GO:0000775~chromosome, centromeric region,GO:0000791~euchromatin,GO:0001741~XY body,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005720~nuclear heterochromatin,GO:0005737~cytoplasm,GO:0016363~nuclear matrix,	GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003886~DNA (cytosine-5-)-methyltransferase activity,GO:0005515~protein binding,GO:0009008~DNA-methyltransferase activity,GO:0042802~identical protein binding,GO:0045322~unmethylated CpG binding,GO:0046872~metal ion binding,GO:0051718~DNA (cytosine-5-)-methyltransferase activity, acting on CpG substrates,	IPR000313:PWWP,IPR001525:C-5 cytosine methyltransferase,IPR018117:DNA methylase, C-5 cytosine-specific, active site,IPR025766:ADD domain,	hsa00270:Cysteine and methionine metabolism,hsa01100:Metabolic pathways,hsa05206:MicroRNAs in cancer,	615879~Tatton-Brown-Rahman syndrome,		SM00293:PWWP,	3D-structure,Alternative promoter usage,Alternative splicing,Chromatin regulator,Complete proteome,Cytoplasm,Disease mutation,DNA-binding,Mental retardation,Metal-binding,Methylation,Methyltransferase,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repressor,S-adenosyl-L-methionine,Transferase,Ubl conjugation,Zinc,Zinc-finger,	chain:DNA (cytosine-5)-methyltransferase 3A,domain:PWWP,helix,modified residue,mutagenesis site,region of interest:Interaction with DNMT1 and DNMT3B,region of interest:Interaction with the PRC2/EED-EZH2 complex,splice variant,strand,turn,zinc finger region:ADD-type,
POLQ	DNA polymerase theta(POLQ)	Homo sapiens			DNA replication, recombination, and repair,	GO:0000724~double-strand break repair via homologous recombination,GO:0006261~DNA-dependent DNA replication,GO:0006281~DNA repair,GO:0006284~base-excision repair,GO:0006302~double-strand break repair,GO:0006974~cellular response to DNA damage stimulus,GO:0016446~somatic hypermutation of immunoglobulin genes,GO:0051260~protein homooligomerization,GO:0071897~DNA biosynthetic process,GO:0097681~double-strand break repair via alternative nonhomologous end joining,GO:2000042~negative regulation of double-strand break repair via homologous recombination,	GO:0005654~nucleoplasm,GO:0005694~chromosome,	GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003684~damaged DNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0043142~single-stranded DNA-dependent ATPase activity,GO:0051575~5'-deoxyribose-5-phosphate lyase activity,	IPR001098:DNA-directed DNA polymerase, family A, palm domain,IPR001650:Helicase, C-terminal,IPR002298:DNA polymerase A,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR012337:Ribonuclease H-like domain,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR019760:DNA-directed DNA polymerase, family A, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00482:POLAc,SM00487:DEXDc,SM00490:HELICc,	3D-structure,Acetylation,Alternative splicing,ATP-binding,Chromosome,Coiled coil,Complete proteome,DNA damage,DNA repair,DNA-directed DNA polymerase,Nucleotide-binding,Nucleotidyltransferase,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Transferase,
DNAJC11	DnaJ heat shock protein family (Hsp40) member C11(DNAJC11)	Homo sapiens					GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0070062~extracellular exosome,	GO:0005515~protein binding,	IPR001623:DnaJ domain,IPR018253:DnaJ domain, conserved site,IPR024586:DnaJ-like protein C11, C-terminal,				SM00271:DnaJ,	Acetylation,Alternative splicing,Chaperone,Coiled coil,Complete proteome,Mitochondrion,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:DnaJ homolog subfamily C member 11,domain:J,sequence conflict,sequence variant,splice variant,
FBXW7	F-box and WD repeat domain containing 7(FBXW7)	Homo sapiens		h_fbw7Pathway:Cyclin E Destruction Pathway,		GO:0000209~protein polyubiquitination,GO:0001944~vasculature development,GO:0006974~cellular response to DNA damage stimulus,GO:0007062~sister chromatid cohesion,GO:0010868~negative regulation of triglyceride biosynthetic process,GO:0010883~regulation of lipid storage,GO:0016032~viral process,GO:0016567~protein ubiquitination,GO:0031146~SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031398~positive regulation of protein ubiquitination,GO:0032876~negative regulation of DNA endoreduplication,GO:0032880~regulation of protein localization,GO:0034644~cellular response to UV,GO:0045741~positive regulation of epidermal growth factor-activated receptor activity,GO:0045746~negative regulation of Notch signaling pathway,GO:0050821~protein stabilization,GO:0051443~positive regulation of ubiquitin-protein transferase activity,GO:0055088~lipid homeostasis,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:1901800~positive regulation of proteasomal protein catabolic process,GO:1902806~regulation of cell cycle G1/S phase transition,GO:1903146~regulation of mitophagy,GO:1903378~positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,GO:1903955~positive regulation of protein targeting to mitochondrion,GO:2000060~positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:2000346~negative regulation of hepatocyte proliferation,GO:2000639~negative regulation of SREBP signaling pathway,	GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0019005~SCF ubiquitin ligase complex,GO:0043234~protein complex,GO:1990452~Parkin-FBXW7-Cul1 ubiquitin ligase complex,	GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0030332~cyclin binding,GO:0030674~protein binding, bridging,GO:0031625~ubiquitin protein ligase binding,GO:0042802~identical protein binding,GO:0050816~phosphothreonine binding,GO:0097027~ubiquitin-protein transferase activator activity,	IPR001680:WD40 repeat,IPR001810:F-box domain, cyclin-like,IPR015943:WD40/YVTN repeat-like-containing domain,IPR017986:WD40-repeat-containing domain,IPR019775:WD40 repeat, conserved site,IPR020472:G-protein beta WD-40 repeat,	hsa04120:Ubiquitin mediated proteolysis,			SM00256:FBOX,SM00320:WD40,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Host-virus interaction,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal,Ubl conjugation,Ubl conjugation pathway,WD repeat,	chain:F-box/WD repeat-containing protein 7,domain:F-box,helix,modified residue,repeat:WD 1,repeat:WD 2,repeat:WD 3,repeat:WD 4,repeat:WD 5,repeat:WD 6,repeat:WD 7,sequence conflict,sequence variant,splice variant,strand,turn,
